plan_id,data_id,outCardinality_count,outCardinality_mean,outCardinality_std,outCardinality_min,outCardinality_10%,outCardinality_50%,outCardinality_90%,outCardinality_max,outCardinality_kurtosis,outCardinality_skew,complexity_mean,complexity_std,complexity_min,complexity_max,selectivity_mean,selectivity_min,selectivity_max,sourceCardinalitySum,sourceCardinalityProd,sourceOutCard_mean,sourceOutCard_std,sourceOutCard_min,sourceOutCard_max,joinOutCard_mean,joinOutCard_std,joinOutCard_min,joinOutCard_max,joinOutCard_sum,joinOutCard_prod,groupbyOutCard_mean,groupbyOutCard_std,groupbyOutCard_min,groupbyOutCard_max,filterOutCard_mean,filterOutCard_std,filterOutCard_min,filterOutCard_max,tables,t_0,t_1,t_2,t_3,t_4,t_5,t_6,data_size,netRunTime,Data Sink,Data Source,Filter,Map,Reduce,n_nodes,n_edges,longest_path_len,avg_parallelism,Network,Disk I/O,CPU,Cumulative Network,Cumulative Disk I/O,Cumulative CPU,Group by,Join,Partition,Sort-Partition,Log_netRunTime,Log_sourceCardinalitySum
Job0v18,1GB,12.0,3267273.6666666665,2899946.092017177,1.0,10000.50000000001,3750607.5,6001215.0,6001215.0,-1.9007564568086108,-0.08461991126544077,116189280.0,237968317.7868325,6001215.0,600121500.0,1.0,1.0,1.0,7501215.0,9001822500000.0,3750607.5,3182839.6500786054,1500000.0,6001215.0,6001215.0,0.0,6001215.0,6001215.0,6001215.0,6001215.0,99996.0,0.0,99996.0,99996.0,0.0,0.0,0.0,0.0,"['lineitem', 'orders']",0.0,6001215.0,0.0,1500000.0,0.0,0.0,0.0,1.0,6329,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,84.0281818181818,0.0,0.0,587.1714285714286,0.0,1.0,1.0,0.0,0.0,8.752897524775305,15.830575565385956
Job0v19,1GB,12.0,775001.0,759035.3567067275,1.0,1.4000000000000004,825000.0,1500000.0,1500000.0,-1.9824102058379565,-0.013841335164046146,28250083.333333332,59905503.50378225,500.0,150000000.0,1.0,1.0,1.0,1650000.0,225000000000.0,825000.0,954594.1546018391,150000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['orders', 'customer']",150000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,3378,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,17.69545454545454,0.0,0.0,128.66428571428574,0.0,1.0,1.0,0.0,0.0,8.125039097367745,14.316285845876763
Job0v2,1GB,12.0,687500.1666666666,719256.0708500812,1.0,15000.900000000012,150000.0,1500000.0,1500000.0,-1.8723146694371013,0.32039366089413424,30300000.0,59065649.91600448,150000.0,150000000.0,1.0,1.0,1.0,1650000.0,225000000000.0,825000.0,954594.1546018391,150000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0,"['customer', 'orders']",150000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,4964,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,17.69545454545454,0.0,0.0,65.98571428571428,0.0,1.0,1.0,0.0,0.0,8.509967146324497,14.316285845876763
Job0v20,1GB,12.0,75005.16666666667,78329.54915650036,1.0,1.4000000000000004,75012.5,150000.0,150000.0,-1.9999999608079386,-2.93957769434232e-08,2800125.0,6004178.54862345,250.0,15000000.0,1.0,1.0,1.0,150025.0,3750000.0,75012.5,106048.33950845247,25.0,150000.0,150000.0,0.0,150000.0,150000.0,150000.0,150000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['customer', 'nation']",150000.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,2738,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,2.42,0.0,0.0,24.2,0.0,1.0,1.0,0.0,0.0,7.914983005848394,11.918557225857713
Job0v21,1GB,12.0,433358.5,389218.91138009867,1.0,15.900000000000015,500000.0,800000.0,800000.0,-1.8966300273426366,-0.0886768137284515,15269166.666666666,31844608.714296784,15000.0,80000000.0,1.0,1.0,1.0,1000000.0,160000000000.0,500000.0,424264.0687119285,200000.0,800000.0,800000.0,0.0,800000.0,800000.0,800000.0,800000.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,"['partsupp', 'part']",0.0,0.0,0.0,0.0,200000.0,800000.0,0.0,1.0,3038,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,12.92,0.0,0.0,91.25428571428574,0.0,1.0,1.0,0.0,0.0,8.018954683155718,13.815510557964274
Job0v22,1GB,12.0,235000.16666666666,279203.25929356826,1.0,1000.9000000000009,200000.0,740000.0000000001,800000.0,0.5094560502810657,1.3599364302843289,5233333.333333333,7807090.794058096,200000.0,20000000.0,1.0,1.0,1.0,1000000.0,160000000000.0,500000.0,424264.0687119285,200000.0,800000.0,200000.0,0.0,200000.0,200000.0,200000.0,200000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,"['part', 'partsupp']",0.0,0.0,0.0,0.0,200000.0,800000.0,0.0,1.0,3109,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,12.92,0.0,0.0,50.86571428571428,0.0,1.0,1.0,0.0,0.0,8.042056410058754,13.815510557964274
Job0v23,1GB,12.0,5005.166666666667,5216.939033455143,1.0,1.4000000000000004,5012.5,10000.0,10000.0,-1.9999911757172282,-6.624070786045425e-06,186791.66666666666,400213.3311331179,250.0,1000000.0,1.0,1.0,1.0,10025.0,250000.0,5012.5,7053.390142335811,25.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['supplier', 'nation']",0.0,0.0,25.0,0.0,0.0,0.0,10000.0,1.0,2595,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,0.13999999999999999,0.0,0.0,1.4,0.0,1.0,1.0,0.0,0.0,7.861341795599989,9.21283725217477
Job0v24,1GB,12.0,3267273.6666666665,2899946.092017177,1.0,10000.50000000001,3750607.5,6001215.0,6001215.0,-1.9007564568086108,-0.08461991126544077,116189280.0,237968317.7868325,6001215.0,600121500.0,1.0,1.0,1.0,7501215.0,9001822500000.0,3750607.5,3182839.6500786054,1500000.0,6001215.0,6001215.0,0.0,6001215.0,6001215.0,6001215.0,6001215.0,99996.0,0.0,99996.0,99996.0,0.0,0.0,0.0,0.0,"['lineitem', 'orders']",0.0,6001215.0,0.0,1500000.0,0.0,0.0,0.0,1.0,7065,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,84.0281818181818,0.0,0.0,587.1714285714286,0.0,1.0,1.0,0.0,0.0,8.862908295118627,15.830575565385956
Job0v25,1GB,12.0,775001.0,759035.3567067275,1.0,1.4000000000000004,825000.0,1500000.0,1500000.0,-1.9824102058379565,-0.013841335164046146,28250083.333333332,59905503.50378225,500.0,150000000.0,1.0,1.0,1.0,1650000.0,225000000000.0,825000.0,954594.1546018391,150000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['orders', 'customer']",150000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,2995,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,17.69545454545454,0.0,0.0,128.66428571428574,0.0,1.0,1.0,0.0,0.0,8.00469951054955,14.316285845876763
Job0v26,1GB,12.0,687500.1666666666,719256.0708500812,1.0,15000.900000000012,150000.0,1500000.0,1500000.0,-1.8723146694371013,0.32039366089413424,30300000.0,59065649.91600448,150000.0,150000000.0,1.0,1.0,1.0,1650000.0,225000000000.0,825000.0,954594.1546018391,150000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0,"['customer', 'orders']",150000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,3690,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,17.69545454545454,0.0,0.0,65.98571428571428,0.0,1.0,1.0,0.0,0.0,8.213381737034572,14.316285845876763
Job0v27,1GB,12.0,433358.5,389218.91138009867,1.0,15.900000000000015,500000.0,800000.0,800000.0,-1.8966300273426366,-0.0886768137284515,15269166.666666666,31844608.714296784,15000.0,80000000.0,1.0,1.0,1.0,1000000.0,160000000000.0,500000.0,424264.0687119285,200000.0,800000.0,800000.0,0.0,800000.0,800000.0,800000.0,800000.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,"['partsupp', 'part']",0.0,0.0,0.0,0.0,200000.0,800000.0,0.0,1.0,2722,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,12.92,0.0,0.0,91.25428571428574,0.0,1.0,1.0,0.0,0.0,7.909122183211411,13.815510557964274
Job0v28,1GB,12.0,235000.16666666666,279203.25929356826,1.0,1000.9000000000009,200000.0,740000.0000000001,800000.0,0.5094560502810657,1.3599364302843289,5233333.333333333,7807090.794058096,200000.0,20000000.0,1.0,1.0,1.0,1000000.0,160000000000.0,500000.0,424264.0687119285,200000.0,800000.0,200000.0,0.0,200000.0,200000.0,200000.0,200000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,"['part', 'partsupp']",0.0,0.0,0.0,0.0,200000.0,800000.0,0.0,1.0,3262,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,12.92,0.0,0.0,50.86571428571428,0.0,1.0,1.0,0.0,0.0,8.09009578318096,13.815510557964274
Job0v29,1GB,12.0,5005.166666666667,5216.939033455143,1.0,1.4000000000000004,5012.5,10000.0,10000.0,-1.9999911757172282,-6.624070786045425e-06,186791.66666666666,400213.3311331179,250.0,1000000.0,1.0,1.0,1.0,10025.0,250000.0,5012.5,7053.390142335811,25.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['supplier', 'nation']",0.0,0.0,25.0,0.0,0.0,0.0,10000.0,1.0,2529,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,0.13999999999999999,0.0,0.0,1.4,0.0,1.0,1.0,0.0,0.0,7.835579246669965,9.21283725217477
Job0v3,1GB,12.0,433358.5,389218.91138009867,1.0,15.900000000000015,500000.0,800000.0,800000.0,-1.8966300273426366,-0.0886768137284515,15269166.666666666,31844608.714296784,15000.0,80000000.0,1.0,1.0,1.0,1000000.0,160000000000.0,500000.0,424264.0687119285,200000.0,800000.0,800000.0,0.0,800000.0,800000.0,800000.0,800000.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,"['partsupp', 'part']",0.0,0.0,0.0,0.0,200000.0,800000.0,0.0,1.0,3255,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,12.92,0.0,0.0,91.25428571428574,0.0,1.0,1.0,0.0,0.0,8.08794755464267,13.815510557964274
Job0v30,1GB,12.0,3250608.1666666665,2919994.5114981052,1.0,1.2000000000000002,3750607.5,6001215.0,6001215.0,-1.8966148789470565,-0.08869095504877489,114522730.0,238893937.9528068,300.0,600121500.0,1.0,1.0,1.0,7501215.0,9001822500000.0,3750607.5,3182839.6500786054,1500000.0,6001215.0,6001215.0,0.0,6001215.0,6001215.0,6001215.0,6001215.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,"['lineitem', 'orders']",0.0,6001215.0,0.0,1500000.0,0.0,0.0,0.0,1.0,6484,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,84.0281818181818,0.0,0.0,587.1714285714286,0.0,1.0,1.0,0.0,0.0,8.777092882855566,15.830575565385956
Job0v31,1GB,12.0,2000202.6666666667,1954468.8759950446,1.0,150000.90000000014,1500000.0,5551093.500000001,6001215.0,0.7042733387704221,1.4128458734512208,63002025.0,70732492.14189862,1500000.0,150000000.0,1.0,1.0,1.0,7501215.0,9001822500000.0,3750607.5,3182839.6500786054,1500000.0,6001215.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0,"['orders', 'lineitem']",0.0,6001215.0,0.0,1500000.0,0.0,0.0,0.0,1.0,6148,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,84.0281818181818,0.0,0.0,337.1385714285715,0.0,1.0,1.0,0.0,0.0,8.723882104658486,15.830575565385956
Job0v32,1GB,12.0,75005.16666666667,78329.54915650036,1.0,1.4000000000000004,75012.5,150000.0,150000.0,-1.9999999608079386,-2.93957769434232e-08,2800125.0,6004178.54862345,250.0,15000000.0,1.0,1.0,1.0,150025.0,3750000.0,75012.5,106048.33950845247,25.0,150000.0,150000.0,0.0,150000.0,150000.0,150000.0,150000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['customer', 'nation']",150000.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,2560,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,2.42,0.0,0.0,24.2,0.0,1.0,1.0,0.0,0.0,7.847762537473608,11.918557225857713
Job0v33,1GB,12.0,401671.0,416055.60100019845,1.0,3.400000000000002,405000.0,800000.0,800000.0,-1.9997229772269198,-0.00020893435072178715,14950416.666666666,32013123.106652163,2500.0,80000000.0,1.0,1.0,1.0,810000.0,8000000000.0,405000.0,558614.3571373726,10000.0,800000.0,800000.0,0.0,800000.0,800000.0,800000.0,800000.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,"['partsupp', 'supplier']",0.0,0.0,0.0,0.0,0.0,800000.0,10000.0,1.0,2806,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,10.870909090909093,0.0,0.0,84.81428571428572,0.0,1.0,1.0,0.0,0.0,7.939515260662406,13.604789526648622
Job0v34,1GB,12.0,1100203.8333333333,2291164.4767349535,1.0,1.6000000000000005,200000.0,5421093.500000002,6001215.0,1.188096700674663,1.7821365446627226,13735475.0,23973145.42257127,700.0,60012150.0,1.0,1.0,1.0,6201215.0,1200243000000.0,3100607.5,4102078.4656211175,200000.0,6001215.0,200000.0,0.0,200000.0,200000.0,200000.0,200000.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,"['part', 'lineitem']",0.0,6001215.0,0.0,0.0,200000.0,0.0,0.0,1.0,17747,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,70.70909090909092,0.0,0.0,232.48857142857145,0.0,1.0,1.0,0.0,0.0,9.783971766534565,15.640255798558085
Job0v35,1GB,12.0,1379369.3333333333,2255251.3639295427,1.0,1000.9000000000009,10000.0,5551093.500000001,6001215.0,0.5938693344108166,1.4848451270932392,35188691.666666664,61111380.64281003,10000.0,150000000.0,1.0,1.0,1.0,6011215.0,60012150000.0,3005607.5,4236428.754046561,10000.0,6001215.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0,"['supplier', 'lineitem']",0.0,6001215.0,0.0,0.0,0.0,0.0,10000.0,1.0,7056,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,68.66,0.0,0.0,216.38857142857142,0.0,1.0,1.0,0.0,0.0,8.861633597686627,15.609137449140757
Job0v36,1GB,12.0,3135607.6666666665,3005801.414632085,1.0,1000.9000000000009,3400607.5,6001215.0,6001215.0,-1.9693314845046566,-0.024552247788147078,113522680.0,239399210.03484142,1000000.0,600121500.0,1.0,1.0,1.0,6801215.0,4800972000000.0,3400607.5,3677814.396909189,800000.0,6001215.0,6001215.0,0.0,6001215.0,6001215.0,6001215.0,6001215.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,"['lineitem', 'partsupp']",0.0,6001215.0,0.0,0.0,0.0,800000.0,0.0,1.0,5510,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,79.27636363636363,0.0,0.0,572.2371428571429,0.0,1.0,1.0,0.0,0.0,8.61431990214696,15.732611830656184
Job0v37,1GB,12.0,775001.0,759035.3567067275,1.0,1.4000000000000004,825000.0,1500000.0,1500000.0,-1.9824102058379565,-0.013841335164046146,28250083.333333332,59905503.50378225,500.0,150000000.0,1.0,1.0,1.0,1650000.0,225000000000.0,825000.0,954594.1546018391,150000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['orders', 'customer']",150000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,3023,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,17.69545454545454,0.0,0.0,128.66428571428574,0.0,1.0,1.0,0.0,0.0,8.014004994779459,14.316285845876763
Job0v38,1GB,12.0,325000.6666666667,553295.4824598012,1.0,1.2000000000000002,150000.0,1365000.0000000005,1500000.0,1.0872890566748135,1.7237518659079663,5300050.0,7533283.747145065,300.0,15000000.0,1.0,1.0,1.0,1650000.0,225000000000.0,825000.0,954594.1546018391,150000.0,1500000.0,150000.0,0.0,150000.0,150000.0,150000.0,150000.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,"['customer', 'orders']",150000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,5100,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,17.69545454545454,0.0,0.0,65.98571428571428,0.0,1.0,1.0,0.0,0.0,8.536995818712418,14.316285845876763
Job0v39,1GB,12.0,433358.5,389218.91138009867,1.0,15.900000000000015,500000.0,800000.0,800000.0,-1.8966300273426366,-0.0886768137284515,15269166.666666666,31844608.714296784,15000.0,80000000.0,1.0,1.0,1.0,1000000.0,160000000000.0,500000.0,424264.0687119285,200000.0,800000.0,800000.0,0.0,800000.0,800000.0,800000.0,800000.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,"['partsupp', 'part']",0.0,0.0,0.0,0.0,200000.0,800000.0,0.0,1.0,2483,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,12.92,0.0,0.0,91.25428571428574,0.0,1.0,1.0,0.0,0.0,7.817222785508166,13.815510557964274
Job0v4,1GB,12.0,235000.16666666666,279203.25929356826,1.0,1000.9000000000009,200000.0,740000.0000000001,800000.0,0.5094560502810657,1.3599364302843289,5233333.333333333,7807090.794058096,200000.0,20000000.0,1.0,1.0,1.0,1000000.0,160000000000.0,500000.0,424264.0687119285,200000.0,800000.0,200000.0,0.0,200000.0,200000.0,200000.0,200000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,"['part', 'partsupp']",0.0,0.0,0.0,0.0,200000.0,800000.0,0.0,1.0,3279,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,12.92,0.0,0.0,50.86571428571428,0.0,1.0,1.0,0.0,0.0,8.095293776844649,13.815510557964274
Job0v40,1GB,12.0,1100203.8333333333,2291164.4767349535,1.0,1.6000000000000005,200000.0,5421093.500000002,6001215.0,1.188096700674663,1.7821365446627226,13735475.0,23973145.42257127,700.0,60012150.0,1.0,1.0,1.0,6201215.0,1200243000000.0,3100607.5,4102078.4656211175,200000.0,6001215.0,200000.0,0.0,200000.0,200000.0,200000.0,200000.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,"['part', 'lineitem']",0.0,6001215.0,0.0,0.0,200000.0,0.0,0.0,1.0,15507,1,2,0.0,6,2.0,13,12,8,13.692307692307692,0.0,70.70909090909092,0.0,0.0,232.48857142857145,0.0,1.0,1.0,0.0,0.0,9.64904681386415,15.640255798558085
